edge_id,scope,quote,origin,locator,evidence_file,extraction_call,review_call,role_audit_call
91fd0c829aa502972e957c4e,method,public org.apache.commons.math3.analysis.differentiation.UnivariateDifferentiableFunction differentiate(org.apache.commons.math3.analysis.UnivariateFunction);,binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/759c934351f812d6ad60.txt,,,
d0b06a8114eebd63ccb66c78,method,public org.apache.commons.math3.analysis.differentiation.UnivariateDifferentiableFunction differentiate(org.apache.commons.math3.analysis.UnivariateFunction);,binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/759c934351f812d6ad60.txt,,,
77a1965e09072428da24c1d6,type,"class org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiator implements org.apache.commons.math3.analysis.differentiation.UnivariateFunctionDifferentiator,org.apache.commons.math3.analysis.differentiation.UnivariateVectorFunctionDifferentiator,org.apache.commons.math3.analysis.differentiation.UnivariateMatrixFunctionDifferentiator,java.io.Serializable {",binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/759c934351f812d6ad60.txt,,,
dc32fd2a56d9e3c57985db0e,type,interface org.apache.commons.math3.analysis.differentiation.UnivariateDifferentiableFunction extends org.apache.commons.math3.analysis.UnivariateFunction {,binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/4f8cfe8adb7fb0a798d2.txt,,,
f73e931acc994fa18d1eba52,method,public abstract org.apache.commons.math3.analysis.differentiation.DerivativeStructure value(org.apache.commons.math3.analysis.differentiation.DerivativeStructure) throws org.apache.commons.math3.exception.DimensionMismatchException;,binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/4f8cfe8adb7fb0a798d2.txt,,,
5dce7ebfe743d8b63481ec1e,method,public abstract org.apache.commons.math3.analysis.differentiation.DerivativeStructure value(org.apache.commons.math3.analysis.differentiation.DerivativeStructure) throws org.apache.commons.math3.exception.DimensionMismatchException;,binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/4f8cfe8adb7fb0a798d2.txt,,,
9e8adbdc05195d059792c461,method,public abstract org.apache.commons.math3.analysis.differentiation.UnivariateDifferentiableFunction differentiate(org.apache.commons.math3.analysis.UnivariateFunction);,binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/7bc63b0c439f35ab0edf.txt,,,
5b06ba04a79f7fe6187f0468,method,public abstract org.apache.commons.math3.analysis.differentiation.UnivariateDifferentiableFunction differentiate(org.apache.commons.math3.analysis.UnivariateFunction);,binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/7bc63b0c439f35ab0edf.txt,,,
7b7c45e796c221c64c07f6ab,method,"public abstract double integrate(int, org.apache.commons.math3.analysis.UnivariateFunction, double, double) throws org.apache.commons.math3.exception.TooManyEvaluationsException, org.apache.commons.math3.exception.MaxCountExceededException, org.apache.commons.math3.exception.MathIllegalArgumentException, org.apache.commons.math3.exception.NullArgumentException;",binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/0adfb95489c88d6bc610.txt,,,
f8a404514921ef172497781b,method,"public org.apache.commons.math3.analysis.BivariateFunction interpolate(double[], double[], double[][]) throws org.apache.commons.math3.exception.NoDataException, org.apache.commons.math3.exception.DimensionMismatchException, org.apache.commons.math3.exception.NonMonotonicSequenceException, org.apache.commons.math3.exception.NumberIsTooSmallException;",binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/f06d6190ec47e0f1c0b5.txt,,,
24a49b701bc1d63a8d7d9f45,type,class org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolator implements org.apache.commons.math3.analysis.interpolation.BivariateGridInterpolator {,binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/f06d6190ec47e0f1c0b5.txt,,,
7f7864b35bce749ba2b83beb,method,"public abstract org.apache.commons.math3.analysis.BivariateFunction interpolate(double[], double[], double[][]) throws org.apache.commons.math3.exception.NoDataException, org.apache.commons.math3.exception.DimensionMismatchException, org.apache.commons.math3.exception.NonMonotonicSequenceException, org.apache.commons.math3.exception.NumberIsTooSmallException;",binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/df478562313eaaac3966.txt,,,
856edf92ae85bf1acad962cc,method,public org.apache.commons.math3.analysis.differentiation.DerivativeStructure[] value(org.apache.commons.math3.analysis.differentiation.DerivativeStructure) throws org.apache.commons.math3.exception.NoDataException;,binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/6abe0901c22c1f26f57f.txt,,,
2d3522981edf2d3adbafa6a3,method,public org.apache.commons.math3.analysis.differentiation.DerivativeStructure[] value(org.apache.commons.math3.analysis.differentiation.DerivativeStructure) throws org.apache.commons.math3.exception.NoDataException;,binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/6abe0901c22c1f26f57f.txt,,,
aeadb3100cf18cb91814cd16,method,public org.apache.commons.math3.analysis.polynomials.PolynomialFunction[] getPolynomials() throws org.apache.commons.math3.exception.NoDataException;,binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/6abe0901c22c1f26f57f.txt,,,
d85e4f3018b0e6a6f54b8357,method,"public org.apache.commons.math3.analysis.BivariateFunction interpolate(double[], double[], double[][]) throws org.apache.commons.math3.exception.NoDataException, org.apache.commons.math3.exception.DimensionMismatchException, org.apache.commons.math3.exception.NonMonotonicSequenceException, org.apache.commons.math3.exception.NumberIsTooSmallException;",binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/983ad56ab6187f2412a5.txt,,,
3333e6ab44b7723bb98265fb,type,class org.apache.commons.math3.analysis.interpolation.SmoothingPolynomialBicubicSplineInterpolator extends org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolator {,binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/983ad56ab6187f2412a5.txt,,,
c4cd53063d012deaed4acd2e,type,class org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolator implements org.apache.commons.math3.analysis.interpolation.TrivariateGridInterpolator {,binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/87dc7e6c9e3b95f5420b.txt,,,
a86ebc3b9824d626565310b1,method,"public abstract org.apache.commons.math3.analysis.UnivariateFunction interpolate(double[], double[]) throws org.apache.commons.math3.exception.MathIllegalArgumentException, org.apache.commons.math3.exception.DimensionMismatchException;",binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/2429c9cff591870072bd.txt,,,
cb076263bec08cdc3e0c810b,method,public org.apache.commons.math3.analysis.UnivariateFunction derivative();,binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/5667b061a29fbac0580e.txt,,,
9e04684b59d3f237e97845a7,method,"public org.apache.commons.math3.analysis.differentiation.DerivativeStructure value(org.apache.commons.math3.analysis.differentiation.DerivativeStructure) throws org.apache.commons.math3.exception.NullArgumentException, org.apache.commons.math3.exception.NoDataException;",binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/5667b061a29fbac0580e.txt,,,
587cee1ee2e90f579d6bcb2c,method,"public org.apache.commons.math3.analysis.differentiation.DerivativeStructure value(org.apache.commons.math3.analysis.differentiation.DerivativeStructure) throws org.apache.commons.math3.exception.NullArgumentException, org.apache.commons.math3.exception.NoDataException;",binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/5667b061a29fbac0580e.txt,,,
c1e6d4ad36e3221fcbb37f42,type,"class org.apache.commons.math3.analysis.polynomials.PolynomialFunction implements org.apache.commons.math3.analysis.differentiation.UnivariateDifferentiableFunction,org.apache.commons.math3.analysis.DifferentiableUnivariateFunction,java.io.Serializable {",binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/5667b061a29fbac0580e.txt,,,
4ca0cc3abaeb77f6b9cf3bad,method,public static org.apache.commons.math3.analysis.polynomials.PolynomialFunction createChebyshevPolynomial(int);,binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/aaa92c09b00d30f8152a.txt,,,
4ca0cc3abaeb77f6b9cf3bad,method,public static org.apache.commons.math3.analysis.polynomials.PolynomialFunction createHermitePolynomial(int);,binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/aaa92c09b00d30f8152a.txt,,,
4ca0cc3abaeb77f6b9cf3bad,method,"public static org.apache.commons.math3.analysis.polynomials.PolynomialFunction createJacobiPolynomial(int, int, int);",binary_declaration,tmp\fqn_audit_math\commons-math3-3.6.1.jar,declarations/aaa92c09b00d30f8152a.txt,,,
