node_id,kind,ku_count,artifact,identity_status,evidence_file
java.lang.ArithmeticException,class,1,tmp\authoritative_artifacts\jdk8\extracted\jdk8u504-b01\jre\lib\rt.jar,input_resolved_binary_present,declarations/cb2b2b1e6ecb9e3f3ea8.txt
org.apache.commons.math3.analysis.BivariateFunction,interface,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/56aa2ff1466fba65ccde.txt
org.apache.commons.math3.analysis.UnivariateFunction,interface,3,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/69ee578924d3435f9318.txt
org.apache.commons.math3.analysis.differentiation.DerivativeStructure,class,8,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/1a8ee9c34af6c77d497d.txt
org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiator,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/759c934351f812d6ad60.txt
org.apache.commons.math3.analysis.differentiation.UnivariateDifferentiableFunction,interface,3,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/4f8cfe8adb7fb0a798d2.txt
org.apache.commons.math3.analysis.differentiation.UnivariateFunctionDifferentiator,interface,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/7bc63b0c439f35ab0edf.txt
org.apache.commons.math3.analysis.integration.UnivariateIntegrator,interface,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/0adfb95489c88d6bc610.txt
org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolator,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/f06d6190ec47e0f1c0b5.txt
org.apache.commons.math3.analysis.interpolation.BivariateGridInterpolator,interface,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/df478562313eaaac3966.txt
org.apache.commons.math3.analysis.interpolation.HermiteInterpolator,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/6abe0901c22c1f26f57f.txt
org.apache.commons.math3.analysis.interpolation.SmoothingPolynomialBicubicSplineInterpolator,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/983ad56ab6187f2412a5.txt
org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolator,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/87dc7e6c9e3b95f5420b.txt
org.apache.commons.math3.analysis.interpolation.TrivariateGridInterpolator,interface,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/bf62c1b9427297a6de95.txt
org.apache.commons.math3.analysis.interpolation.UnivariateInterpolator,interface,2,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/2429c9cff591870072bd.txt
org.apache.commons.math3.analysis.polynomials.PolynomialFunction,class,5,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/5667b061a29fbac0580e.txt
org.apache.commons.math3.analysis.polynomials.PolynomialsUtils,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/aaa92c09b00d30f8152a.txt
org.apache.commons.math3.analysis.solvers.BisectionSolver,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/5fd916ac1541ee954089.txt
org.apache.commons.math3.analysis.solvers.BracketingNthOrderBrentSolver,class,2,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/b45c19a941963ffeb8fb.txt
org.apache.commons.math3.analysis.solvers.BrentSolver,class,2,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/88db2717dbfad792ad78.txt
org.apache.commons.math3.analysis.solvers.IllinoisSolver,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/8d8700d167b5824644dd.txt
org.apache.commons.math3.analysis.solvers.PegasusSolver,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/9ead1f0affec6f84bf2a.txt
org.apache.commons.math3.analysis.solvers.RegulaFalsiSolver,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/a2d0e479632cb73fcde1.txt
org.apache.commons.math3.analysis.solvers.SecantSolver,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/6fdf8d359dcf314387bb.txt
org.apache.commons.math3.analysis.solvers.UnivariateSolver,interface,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/4031d6bdc6e4ca8c6736.txt
org.apache.commons.math3.complex.Complex,class,7,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/72abca8c72b69c7a5b63.txt
org.apache.commons.math3.complex.ComplexFormat,class,2,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/02e3e0a82beb79c10af2.txt
org.apache.commons.math3.distribution.AbstractIntegerDistribution,class,2,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/b9f9aa79abaaa4b22e32.txt
org.apache.commons.math3.exception.ConvergenceException,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/02cedcdbc84dbb74fef0.txt
org.apache.commons.math3.exception.util.ExceptionContext,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/d74631e390868292ac4a.txt
org.apache.commons.math3.exception.util.ExceptionContextProvider,interface,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/8d806b15f56e82f536eb.txt
org.apache.commons.math3.filter.KalmanFilter,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/8836ff7c4686a95d612f.txt
org.apache.commons.math3.filter.MeasurementModel,interface,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/afd449093076172c5b10.txt
org.apache.commons.math3.filter.ProcessModel,interface,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/b42dde0235a76a757a72.txt
org.apache.commons.math3.fraction.BigFraction,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/c19a7adaae010e18f658.txt
org.apache.commons.math3.fraction.Fraction,class,7,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/1946c72960e218d94a00.txt
org.apache.commons.math3.fraction.FractionFormat,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/3ada8f640e520713c69d.txt
org.apache.commons.math3.genetics.FixedGenerationCount,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/f31488ef22a1f0e6d11d.txt
org.apache.commons.math3.genetics.GeneticAlgorithm,class,2,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/1c9805bf725df9ad30de.txt
org.apache.commons.math3.genetics.OnePointCrossover,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/37bd6f8dedb501add00a.txt
org.apache.commons.math3.genetics.RandomKeyMutation,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/7c17c9e52549b96f9ddf.txt
org.apache.commons.math3.genetics.StoppingCondition,interface,2,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/24269f15dd42a2cdaa75.txt
org.apache.commons.math3.genetics.TournamentSelection,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/fcf222ecddb7a84abaf4.txt
org.apache.commons.math3.geometry.euclidean.oned.Interval,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/5eacaafff5ce0d84f8a3.txt
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/68fae0a8c83e722badf8.txt
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/0f8a8ecb8ebdfcc66f8f.txt
org.apache.commons.math3.geometry.euclidean.threed.Rotation,class,7,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/6faf35b85bb11ebbce3b.txt
org.apache.commons.math3.geometry.euclidean.threed.Vector3D,class,2,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/20a985d0769d971d56e5.txt
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/34a5ae91d2606912ca7f.txt
org.apache.commons.math3.linear.Array2DRowRealMatrix,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/c222b585050b59997965.txt
org.apache.commons.math3.linear.DecompositionSolver,interface,4,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/5b28677c2fb47facc27f.txt
org.apache.commons.math3.linear.EigenDecomposition,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/9675e93d8672c9f61e3b.txt
org.apache.commons.math3.linear.RealMatrix,interface,3,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/a9d092610e3d9086c164.txt
org.apache.commons.math3.linear.RealVector,class,6,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/69c58b7026129ebf5745.txt
org.apache.commons.math3.linear.RealVectorFormat,class,1,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/9b4e1c40eb9f17c9d756.txt
org.apache.commons.math3.linear.SingularValueDecomposition,class,4,tmp\fqn_audit_math\commons-math3-3.6.1.jar,input_resolved_binary_present,declarations/30c2886bc998d53997b6.txt
org.apache.poi.xssf.usermodel.XSSFFormulaEvaluator,class,1,tmp\authoritative_artifacts\repair\poi-ooxml-3.17.jar,input_resolved_binary_present,declarations/b59f56cedc02493d2816.txt
