edge_id,scope,quote,origin,locator,evidence_file,extraction_call,review_call,role_audit_call
958b6d9521b41d7ea4b69578,method,public org.joda.time.DateMidnight withChronology(org.joda.time.Chronology);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/76a9fd15572cdbd2d037.txt,,,
958b6d9521b41d7ea4b69578,constructor,"public org.joda.time.DateMidnight(int, int, int, org.joda.time.Chronology);",binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/76a9fd15572cdbd2d037.txt,,,
958b6d9521b41d7ea4b69578,constructor,"public org.joda.time.DateMidnight(java.lang.Object, org.joda.time.Chronology);",binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/76a9fd15572cdbd2d037.txt,,,
958b6d9521b41d7ea4b69578,constructor,"public org.joda.time.DateMidnight(long, org.joda.time.Chronology);",binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/76a9fd15572cdbd2d037.txt,,,
958b6d9521b41d7ea4b69578,constructor,public org.joda.time.DateMidnight(org.joda.time.Chronology);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/76a9fd15572cdbd2d037.txt,,,
958b6d9521b41d7ea4b69578,method,public static org.joda.time.DateMidnight now(org.joda.time.Chronology);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/76a9fd15572cdbd2d037.txt,,,
53e09fddca243e089f322e0f,method,public org.joda.time.Interval toInterval();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/76a9fd15572cdbd2d037.txt,,,
a734546c5e9a541a029363c2,method,public org.joda.time.DateMidnight minus(org.joda.time.ReadableDuration);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/76a9fd15572cdbd2d037.txt,,,
a734546c5e9a541a029363c2,method,public org.joda.time.DateMidnight plus(org.joda.time.ReadableDuration);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/76a9fd15572cdbd2d037.txt,,,
a734546c5e9a541a029363c2,method,"public org.joda.time.DateMidnight withDurationAdded(org.joda.time.ReadableDuration, int);",binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/76a9fd15572cdbd2d037.txt,,,
a732dcc3eef8d43d3c479a05,method,public org.joda.time.DateTime toDateTime(org.joda.time.Chronology);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
a732dcc3eef8d43d3c479a05,method,public org.joda.time.DateTime withChronology(org.joda.time.Chronology);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
a732dcc3eef8d43d3c479a05,constructor,"public org.joda.time.DateTime(int, int, int, int, int, int, int, org.joda.time.Chronology);",binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
a732dcc3eef8d43d3c479a05,constructor,"public org.joda.time.DateTime(int, int, int, int, int, int, org.joda.time.Chronology);",binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
a732dcc3eef8d43d3c479a05,constructor,"public org.joda.time.DateTime(int, int, int, int, int, org.joda.time.Chronology);",binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
a732dcc3eef8d43d3c479a05,constructor,"public org.joda.time.DateTime(java.lang.Object, org.joda.time.Chronology);",binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
a732dcc3eef8d43d3c479a05,constructor,"public org.joda.time.DateTime(long, org.joda.time.Chronology);",binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
a732dcc3eef8d43d3c479a05,constructor,public org.joda.time.DateTime(org.joda.time.Chronology);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
a732dcc3eef8d43d3c479a05,method,public static org.joda.time.DateTime now(org.joda.time.Chronology);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
d800445ffa654576c67ea88d,method,public org.joda.time.DateMidnight toDateMidnight();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
ea122331f473855375ce3a1b,method,public org.joda.time.DateTime$Property centuryOfEra();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
ea122331f473855375ce3a1b,method,public org.joda.time.DateTime$Property dayOfMonth();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
ea122331f473855375ce3a1b,method,public org.joda.time.DateTime$Property dayOfWeek();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
ea122331f473855375ce3a1b,method,public org.joda.time.DateTime$Property dayOfYear();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
ea122331f473855375ce3a1b,method,public org.joda.time.DateTime$Property era();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
ea122331f473855375ce3a1b,method,public org.joda.time.DateTime$Property hourOfDay();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
ea122331f473855375ce3a1b,method,public org.joda.time.DateTime$Property millisOfDay();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
ea122331f473855375ce3a1b,method,public org.joda.time.DateTime$Property millisOfSecond();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
ea122331f473855375ce3a1b,method,public org.joda.time.DateTime$Property minuteOfDay();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
ea122331f473855375ce3a1b,method,public org.joda.time.DateTime$Property minuteOfHour();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
ea122331f473855375ce3a1b,method,public org.joda.time.DateTime$Property monthOfYear();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
ea122331f473855375ce3a1b,method,public org.joda.time.DateTime$Property property(org.joda.time.DateTimeFieldType);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
ea122331f473855375ce3a1b,method,public org.joda.time.DateTime$Property secondOfDay();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
ea122331f473855375ce3a1b,method,public org.joda.time.DateTime$Property secondOfMinute();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
ea122331f473855375ce3a1b,method,public org.joda.time.DateTime$Property weekOfWeekyear();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
ea122331f473855375ce3a1b,method,public org.joda.time.DateTime$Property weekyear();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
ea122331f473855375ce3a1b,method,public org.joda.time.DateTime$Property year();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
ea122331f473855375ce3a1b,method,public org.joda.time.DateTime$Property yearOfCentury();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
ea122331f473855375ce3a1b,method,public org.joda.time.DateTime$Property yearOfEra();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
a595d581ae458bfa6186fa5f,method,public org.joda.time.DateTime minus(org.joda.time.ReadableDuration);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
a595d581ae458bfa6186fa5f,method,public org.joda.time.DateTime plus(org.joda.time.ReadableDuration);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
a595d581ae458bfa6186fa5f,method,"public org.joda.time.DateTime withDurationAdded(org.joda.time.ReadableDuration, int);",binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/74c7286dfe683d469b58.txt,,,
976fed475c8fce8544e9becd,method,public org.joda.time.DateTime addToCopy(int);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/7ecdd1fb2fbf48265ce7.txt,,,
976fed475c8fce8544e9becd,method,public org.joda.time.DateTime addToCopy(long);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/7ecdd1fb2fbf48265ce7.txt,,,
976fed475c8fce8544e9becd,method,public org.joda.time.DateTime addWrapFieldToCopy(int);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/7ecdd1fb2fbf48265ce7.txt,,,
976fed475c8fce8544e9becd,method,public org.joda.time.DateTime getDateTime();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/7ecdd1fb2fbf48265ce7.txt,,,
976fed475c8fce8544e9becd,method,public org.joda.time.DateTime roundCeilingCopy();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/7ecdd1fb2fbf48265ce7.txt,,,
976fed475c8fce8544e9becd,method,public org.joda.time.DateTime roundFloorCopy();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/7ecdd1fb2fbf48265ce7.txt,,,
976fed475c8fce8544e9becd,method,public org.joda.time.DateTime roundHalfCeilingCopy();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/7ecdd1fb2fbf48265ce7.txt,,,
976fed475c8fce8544e9becd,method,public org.joda.time.DateTime roundHalfEvenCopy();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/7ecdd1fb2fbf48265ce7.txt,,,
976fed475c8fce8544e9becd,method,public org.joda.time.DateTime roundHalfFloorCopy();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/7ecdd1fb2fbf48265ce7.txt,,,
976fed475c8fce8544e9becd,method,public org.joda.time.DateTime setCopy(int);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/7ecdd1fb2fbf48265ce7.txt,,,
976fed475c8fce8544e9becd,method,public org.joda.time.DateTime setCopy(java.lang.String);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/7ecdd1fb2fbf48265ce7.txt,,,
976fed475c8fce8544e9becd,method,"public org.joda.time.DateTime setCopy(java.lang.String, java.util.Locale);",binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/7ecdd1fb2fbf48265ce7.txt,,,
976fed475c8fce8544e9becd,method,public org.joda.time.DateTime withMaximumValue();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/7ecdd1fb2fbf48265ce7.txt,,,
976fed475c8fce8544e9becd,method,public org.joda.time.DateTime withMinimumValue();,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/7ecdd1fb2fbf48265ce7.txt,,,
02f6cd08c3ef69276a9324df,method,public static final org.joda.time.Chronology getChronology(org.joda.time.Chronology);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/ea20c3d075a38a14452f.txt,,,
7437b367ed34f12c6a5fc625,method,public static final org.joda.time.Chronology getChronology(org.joda.time.Chronology);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/ea20c3d075a38a14452f.txt,,,
7437b367ed34f12c6a5fc625,method,public static final org.joda.time.Chronology getInstantChronology(org.joda.time.ReadableInstant);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/ea20c3d075a38a14452f.txt,,,
7437b367ed34f12c6a5fc625,method,"public static final org.joda.time.Chronology getIntervalChronology(org.joda.time.ReadableInstant, org.joda.time.ReadableInstant);",binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/ea20c3d075a38a14452f.txt,,,
7437b367ed34f12c6a5fc625,method,public static final org.joda.time.Chronology getIntervalChronology(org.joda.time.ReadableInterval);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/ea20c3d075a38a14452f.txt,,,
29db9cb9c891ad9af3b85e5a,method,public static final org.joda.time.PeriodType getPeriodType(org.joda.time.PeriodType);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/ea20c3d075a38a14452f.txt,,,
05b59b9591d9602dbb7c9c66,method,public static final org.joda.time.PeriodType getPeriodType(org.joda.time.PeriodType);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/ea20c3d075a38a14452f.txt,,,
10f28865f7c770826c5dfd3e,method,public static final long getDurationMillis(org.joda.time.ReadableDuration);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/ea20c3d075a38a14452f.txt,,,
ff939ef2223025c877fdd3e7,method,public static final long getInstantMillis(org.joda.time.ReadableInstant);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/ea20c3d075a38a14452f.txt,,,
ff939ef2223025c877fdd3e7,method,public static final org.joda.time.Chronology getInstantChronology(org.joda.time.ReadableInstant);,binary_declaration,tmp\fqn_audit\joda-time-2.4.jar,declarations/ea20c3d075a38a14452f.txt,,,
