node_id,kind,ku_count,artifact,identity_status,evidence_file
android.animation.Animator,class,8,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/bb6ee9746b5efb4a7d16.txt
android.animation.AnimatorInflater,class,2,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/1878da551bc0ab49fbf4.txt
android.animation.AnimatorSet,class,3,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/a2de23fb31fef67739bb.txt
android.animation.ObjectAnimator,class,6,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/0f9b0b4587c249be4939.txt
android.animation.ValueAnimator,class,2,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/6ad59e041daff97cf9f6.txt
android.app.Activity,class,15,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/975da140eee49191272e.txt
android.content.Context,class,12,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/80e948f43db8a9452a32.txt
android.content.res.Resources,class,13,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/2e85005acbe963204d0e.txt
android.content.res.TypedArray,class,2,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/db926978a7c6c35e57af.txt
android.graphics.Bitmap,class,4,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/c0739f27ea70f7971ad1.txt
android.graphics.NinePatch,class,1,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/9f7d3d6952392a98e98d.txt
android.graphics.drawable.AnimationDrawable,class,3,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/c7d6a180a3bbdb43ee69.txt
android.graphics.drawable.BitmapDrawable,class,3,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/baabcaa92981ff34e6ef.txt
android.graphics.drawable.ClipDrawable,class,1,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/4deee53bfe5c931f333e.txt
android.graphics.drawable.Drawable,class,6,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/8abeb3e38cd5e57047f3.txt
android.graphics.drawable.GradientDrawable,class,1,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/bb6914c8961332ae27ec.txt
android.graphics.drawable.InsetDrawable,class,2,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/f61eae968cada870f359.txt
android.graphics.drawable.NinePatchDrawable,class,2,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/ea1e8959f9b9174235bb.txt
android.graphics.drawable.ScaleDrawable,class,1,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/e11a86872dc65e502456.txt
android.graphics.drawable.TransitionDrawable,class,2,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/8f899b7f52525e59a8bd.txt
android.os.Bundle,class,9,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/8daf69c0f5a6fed5dc25.txt
android.view.Menu,interface,1,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/a2cbe21fd94fb3ebe97c.txt
android.view.View,class,25,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/902b2f738c5a9733681b.txt
android.view.Window,class,1,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/1c988ba52dff166f0a3d.txt
android.view.animation.AccelerateDecelerateInterpolator,class,1,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/564b6e6369d92d567cef.txt
android.view.animation.AccelerateInterpolator,class,2,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/a9f0ed32ae9365c239b5.txt
android.view.animation.AlphaAnimation,class,2,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/34382b4f974b8aa70f46.txt
android.view.animation.Animation,class,23,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/102c02fa04e55bedb24d.txt
android.view.animation.AnimationSet,class,2,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/0186d5045f88ba9ae969.txt
android.view.animation.AnimationUtils,class,10,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/b21a53e3bedc70754577.txt
android.view.animation.AnticipateInterpolator,class,1,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/1c0c1a62400612a3a4d7.txt
android.view.animation.CycleInterpolator,class,1,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/d0408fc7be58bc7b6934.txt
android.view.animation.DecelerateInterpolator,class,1,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/23f9e7953d3c27c32acc.txt
android.view.animation.Interpolator,interface,3,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/32b4c9f7a1c8619cfc2d.txt
android.view.animation.LinearInterpolator,class,3,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/eb2ee8dbf8b48def69e2.txt
android.view.animation.RotateAnimation,class,1,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/ba6fd0e1a2a76e457734.txt
android.view.animation.TranslateAnimation,class,1,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/705817a155b7d8fa8527.txt
android.widget.Button,class,6,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/750121fd5b889cea093b.txt
android.widget.ImageView,class,9,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/19bd1e44187c4fcba793.txt
android.widget.TextView,class,8,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,input_resolved_binary_present,declarations/d1509ef30186fa2549aa.txt
java.lang.Object,class,4,tmp\authoritative_artifacts\jdk8\extracted\jdk8u504-b01\jre\lib\rt.jar,input_resolved_binary_present,declarations/a6b9e0505186124241c7.txt
java.lang.String,class,17,tmp\authoritative_artifacts\jdk8\extracted\jdk8u504-b01\jre\lib\rt.jar,input_resolved_binary_present,declarations/73cc7ce309d9be85f1d2.txt
