edge_id,scope,quote,origin,locator,evidence_file,extraction_call,review_call,role_audit_call
a11b14c6410bb7d75cf194f8,method,public void setTarget(java.lang.Object);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/bb6ee9746b5efb4a7d16.txt,,,
17d746f8ce52b016bd667f07,method,public java.lang.Object clone() throws java.lang.CloneNotSupportedException;,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/bb6ee9746b5efb4a7d16.txt,,,
0ff5e13493016cbfd7f68d79,method,"public static android.animation.Animator loadAnimator(android.content.Context, int) throws android.content.res.Resources$NotFoundException;",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/1878da551bc0ab49fbf4.txt,,,
d038b87e268fa3b2c9fac107,method,"public static android.animation.Animator loadAnimator(android.content.Context, int) throws android.content.res.Resources$NotFoundException;",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/1878da551bc0ab49fbf4.txt,,,
3e05a343fa5d4adcbaa138dd,method,public android.animation.AnimatorSet$Builder play(android.animation.Animator);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/a2de23fb31fef67739bb.txt,,,
3e05a343fa5d4adcbaa138dd,method,public void playSequentially(android.animation.Animator...);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/a2de23fb31fef67739bb.txt,,,
3e05a343fa5d4adcbaa138dd,method,public void playTogether(android.animation.Animator...);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/a2de23fb31fef67739bb.txt,,,
1319dd2c7de4076c53d0e34c,method,public android.animation.Animator clone();,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/a2de23fb31fef67739bb.txt,,,
1319dd2c7de4076c53d0e34c,method,public android.animation.Animator setDuration(long);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/a2de23fb31fef67739bb.txt,,,
a72a70efa40af5d229bcf371,type,class android.animation.AnimatorSet extends android.animation.Animator {,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/a2de23fb31fef67739bb.txt,,,
458b06bd1c6ce7b0e0dd8c97,method,public void setTarget(java.lang.Object);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/a2de23fb31fef67739bb.txt,,,
41e4da3223d2b77a922dc60d,method,public java.lang.Object clone() throws java.lang.CloneNotSupportedException;,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/a2de23fb31fef67739bb.txt,,,
8883be63d3e602ec66e155d2,method,public android.animation.Animator clone();,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/0f9b0b4587c249be4939.txt,,,
8883be63d3e602ec66e155d2,method,public android.animation.Animator setDuration(long);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/0f9b0b4587c249be4939.txt,,,
ba34e639a299704360a91fac,method,public android.animation.ValueAnimator clone();,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/0f9b0b4587c249be4939.txt,,,
ba34e639a299704360a91fac,method,public android.animation.ValueAnimator setDuration(long);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/0f9b0b4587c249be4939.txt,,,
